Date,Sales (Rmn),Volume,ford_figo_queries_rising,golf_6_gti_queries_rising,golf_7_gti_queries_rising,gwm_queries_rising,hyundai_i10_queries_rising,hyundai_i20_queries_rising,polo_vivo_queries_rising,toyota_corolla_for_sale_queries_rising,toyota_hilux_for_sale_queries_rising,webuycars_queries_rising,audi_queries_top,autotrader_queries_top,bmw_queries_top,car_queries_top,cars_queries_top,cars_for_sale_queries_top,ford_queries_top,honda_queries_top,hyundai_queries_top,kia_queries_top,mercedes_queries_top,mercedes_benz_queries_top,nissan_queries_top,opel_queries_top,polo_queries_top,suzuki_queries_top,toyota_queries_top,vw_queries_top,webuycars_queries_top,bmw_topics_rising,hyundai_i20_topics_rising,toyota_fortuner_topics_rising,volkswagen_tiguan_topics_rising,audi_topics_top,bmw_topics_top,car_topics_top,ford_topics_top,mercedes_topics_top,toyota_topics_top,volkswagen_topics_top,volkwagen_polo_topics_top
2005-12-31,-0.003652179382794742,0.6334577717980767,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.40363756131393447,-0.6358067770384644,1.0382120211704053,2.858153775684464,0.4212300214604592,-1.1580457912961621,-0.8178246529236265,2.167104864610162,-1.8426635000381186,-0.898501205099989,-0.23917820480684104,-1.589759874806844,0.8676304412439011,2.005066600241724,-1.5707785983768727,0.23472390315237499,-0.03129710335553262,0.2372589634215241,-0.6688550429711876,1.0382120211704053,-1.57735289795855,-2.142005411315607,-1.1948192212056512,-0.40363756131393447,1.0382120211704053,2.858153775684464,-0.8178246529236265,-0.23917820480684104,-0.03129710335553262,1.2795381348843766,-0.06262242910851495
2006-01-31,-0.0020738397135226664,0.7174494316620527,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-1.1609510314013165,-0.3222917820044094,0.13021985819462867,2.509523702271612,1.5844973946414467,-1.4414680882099455,0.1483179919699978,1.9248222000367488,-1.2845448819480119,-0.5515686130855136,0.8419226374661355,1.0107419012350223,0.5622499742982934,2.1106398313527652,-1.023379576889697,-0.9385682431490364,-0.23159856483094138,0.5466220939949206,-0.6688550429711876,0.13021985819462867,-1.57735289795855,-2.142005411315607,-1.1948192212056512,-1.1609510314013165,0.13021985819462867,2.509523702271612,0.1483179919699978,0.8419226374661355,-0.23159856483094138,2.6818161733053074,-0.06262242910851495
2006-02-28,-0.003220980620299468,0.7925735236705035,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.8243672669180355,-0.4790492795214369,0.5193593566128186,1.7251060370926954,1.002863708050953,-1.2390235904143858,-0.2381390659874519,2.167104864610162,-1.228733020139001,-0.9480630039591997,-1.615124731336084,-1.589759874806844,0.6640434632801626,0.7909744424647526,-1.4612987940794375,-1.106181406906381,-1.3332566029456896,0.2372589634215241,-0.6688550429711876,0.5193593566128186,-1.57735289795855,0.9473094354269023,-1.1948192212056512,-0.8243672669180355,0.5193593566128186,1.7251060370926954,-0.2381390659874519,-1.615124731336084,-1.3332566029456896,1.8508365949817929,-0.06262242910851495
2006-03-31,-0.0046920244329558825,0.9228634685513684,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.6061137321359081,-0.4790492795214369,-0.2589196402235613,2.073736110505547,0.6538834960966566,-1.4414680882099455,-0.2381390659874519,1.5856264696339704,-1.2845448819480119,-0.9480630039591997,-0.23917820480684104,0.267741393794489,-0.9646523604297451,1.7411335224641218,-1.6255185005255903,-0.9385682431490364,-0.5320507570440545,-0.5877093847741998,-0.6688550429711876,-0.2589196402235613,-1.57735289795855,4.036624282169412,-1.1948192212056512,0.6061137321359081,-0.2589196402235613,2.073736110505547,-0.2381390659874519,-0.23917820480684104,-0.5320507570440545,1.1756656875939373,-0.06262242910851495
2006-04-30,-0.005494151063335983,1.0148049726929067,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-1.3292429136429569,-0.061029286142696905,0.13021985819462867,2.3352086655651862,1.2355171826871505,-1.603423686446393,0.1483179919699978,1.1979742063165093,-0.9496737110939476,-0.8489394062407782,0.35051316370569163,-1.589759874806844,0.46045648531642414,1.2660539824644372,-1.1875992833358497,-0.5195353337556752,-0.6322014877817589,0.031016876372593136,-0.6688550429711876,0.13021985819462867,-1.57735289795855,0.8855231384920521,-1.1948192212056512,-1.3292429136429569,0.13021985819462867,2.3352086655651862,0.1483179919699978,0.35051316370569163,-0.6322014877817589,2.6818161733053074,-0.06262242910851495
2006-05-31,-0.0014235066272288023,1.3189749956879429,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.521967791015088,-0.16553428448738192,-0.12920647408416464,1.8994210737991213,0.18857654682426164,-1.643912586005505,-0.7212103884342641,1.343343805060557,-1.1729211583299903,-1.1463101993960427,-0.9271514680714625,0.45349152065462234,-0.6592718934841375,2.005066600241724,-1.1328593811871321,-0.6871484975130197,-0.932653679994872,-0.07210416715187236,-0.6688550429711876,-0.12920647408416464,-1.57735289795855,0.020514981404149476,-1.1948192212056512,0.521967791015088,-0.12920647408416464,1.8994210737991213,-0.7212103884342641,-0.9271514680714625,-0.932653679994872,1.4353468058200356,-0.06262242910851495
2006-06-30,-0.0013919815251486744,1.49107862986958,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.4378218498942677,-0.11328178531503941,-0.6480591386417512,2.073736110505547,0.4212300214604592,-1.3200013895326097,-0.1415248014980895,1.3918003379752397,-1.1171092965209797,-1.0471866016776212,-0.6323057838151962,-1.589759874806844,0.3586629963345549,2.1106398313527652,-1.1875992833358497,-0.5195353337556752,-1.233105872207985,-0.4845883412497343,-0.6688550429711876,-0.6480591386417512,-1.57735289795855,-2.142005411315607,-1.1948192212056512,0.4378218498942677,-0.6480591386417512,2.073736110505547,-0.1415248014980895,-0.6323057838151962,-1.233105872207985,2.3701988314339895,-0.06262242910851495
2006-07-31,-0.004239101158586083,1.6244780050237826,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.3194916201931143,-0.061029286142696905,-0.5183459725023546,1.8994210737991213,1.8171508692776441,-1.2795124899734978,-0.1415248014980895,1.5371699367192877,-1.2845448819480119,-1.2454337971144644,-0.23917820480684104,0.17486633036442237,-0.6592718934841375,1.9522799846862038,-1.0781194790384145,-0.10050242436231398,-0.4319000263063501,-0.17522521067633784,-0.6688550429711876,-0.5183459725023546,-1.57735289795855,-0.22663020633525127,-1.1948192212056512,-0.3194916201931143,-0.5183459725023546,1.8994210737991213,-0.1415248014980895,-0.23917820480684104,-0.4319000263063501,1.8508365949817929,-0.06262242910851495
2006-08-31,-0.0016701587356073209,1.5697992257404512,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.017092144290166606,0.2002332097190156,0.13021985819462867,2.1608936288587604,1.933477606595743,-1.3604902890917216,-0.1415248014980895,1.2464307392311917,-1.2845448819480119,-0.9976248028184105,-1.2219971523277289,0.45349152065462234,0.3586629963345549,1.9522799846862038,-1.2970790876332847,-0.10050242436231398,-0.33174929556864574,0.13413791989705862,-0.6688550429711876,0.13021985819462867,-1.57735289795855,-0.04127131553070071,-1.1948192212056512,0.017092144290166606,0.13021985819462867,2.1608936288587604,-0.1415248014980895,-1.2219971523277289,-0.33174929556864574,1.4872830294652553,-0.06262242910851495
2006-09-30,0.0067938002774345,1.5728748833154507,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-0.7951649291344828,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.521967791015088,0.3569907072360431,0.38964619047342197,2.073736110505547,0.7702102334147555,-1.3200013895326097,-0.5279818594555392,1.488713403804605,-1.061297434711969,-0.9480630039591997,-0.7305876785672849,-1.589759874806844,0.5622499742982934,1.846706753575163,-1.1875992833358497,-0.43572875187700294,-0.4319000263063501,1.062227311617248,-0.6688550429711876,0.38964619047342197,-1.57735289795855,-2.142005411315607,-1.1948192212056512,0.521967791015088,0.38964619047342197,2.073736110505547,-0.5279818594555392,-0.7305876785672849,-0.4319000263063501,1.8508365949817929,-0.06262242910851495
2006-10-31,0.00785024136473835,1.5756660016641595,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.26952996765262727,-0.061029286142696905,-0.5183459725023546,1.4636334820330565,1.468170657323348,-0.9151123939414906,-0.43136759496617677,1.5371699367192877,-1.4519804673750438,-1.0471866016776212,-1.12371525757564,1.4751172183853556,-0.04851095959292206,2.2162130624638063,-0.9686396747409792,0.4023370669097195,-0.23159856483094138,0.13413791989705862,-0.6688550429711876,-0.5183459725023546,-1.57735289795855,-0.7209205818140528,-1.1948192212056512,0.26952996765262727,-0.5183459725023546,1.4636334820330565,-0.43136759496617677,-1.12371525757564,-0.23159856483094138,1.7989003713365732,-0.06262242910851495
2006-11-30,0.006386787064868569,1.6504662830774985,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.521967791015088,0.4614957055807281,-0.6480591386417512,2.248051147211973,1.7008241319595454,-1.1580457912961621,-0.5279818594555392,1.6825395354633355,-0.893861849284937,-0.9976248028184105,-0.4357419943110186,0.7321167109448223,0.25686950735268566,2.3217862935748474,-1.1328593811871321,0.7375633944244084,0.7699087425461024,0.3403800069459896,-0.6688550429711876,-0.6480591386417512,-1.57735289795855,-2.142005411315607,-1.1948192212056512,0.521967791015088,-0.6480591386417512,2.248051147211973,-0.5279818594555392,-0.4357419943110186,0.7699087425461024,2.162453936853111,-0.06262242910851495
2006-12-31,0.007488561693940989,1.4563585649160309,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.23534567907229403,0.7227582014424406,-0.5183459725023546,1.8994210737991213,0.6538834960966566,-1.3604902890917216,-0.3347533304768143,1.5371699367192877,-1.3403567437570225,-1.2949955959736752,-0.5340238890631074,0.267741393794489,0.15507601837081642,1.846706753575163,-1.40655889193072,0.31853048503104725,-0.03129710335553262,-0.5877093847741998,-0.6688550429711876,-0.5183459725023546,-1.57735289795855,-2.142005411315607,-1.1948192212056512,-0.23534567907229403,-0.5183459725023546,1.8994210737991213,-0.3347533304768143,-0.5340238890631074,-0.03129710335553262,1.9547090422722322,-0.06262242910851495
2007-01-31,0.0059156433402775006,1.246080886099649,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-0.16372343868245598,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.18538402653180705,1.0362731964764955,-0.38863280636295794,2.1608936288587604,1.2355171826871505,-0.672178996586819,0.5347750499274475,1.7309960683780181,-1.061297434711969,-0.7002540096631459,0.2522312689536028,0.267741393794489,-0.15030444857479128,2.4801461402414087,-1.40655889193072,0.06711073939503051,0.8700594732838067,0.5466220939949206,-0.6688550429711876,-0.38863280636295794,-1.57735289795855,-0.7209205818140528,-1.1948192212056512,0.18538402653180705,-0.38863280636295794,2.1608936288587604,0.5347750499274475,0.2522312689536028,0.8700594732838067,1.7989003713365732,-0.06262242910851495
2007-02-28,0.0033959878560446814,1.219377679055906,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-1.5608301154394137,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.521967791015088,0.2002332097190156,-0.6480591386417512,1.3764759636798436,0.7702102334147555,-1.3604902890917216,-0.3347533304768143,1.5856264696339704,-1.0054855729029584,-1.2949955959736752,-0.4357419943110186,0.36061645722455565,-0.04851095959292206,1.846706753575163,-1.5707785983768727,-0.3519221699983307,-0.03129710335553262,0.3403800069459896,-0.6688550429711876,-0.6480591386417512,-1.57735289795855,-0.1030576124655509,-1.1948192212056512,0.521967791015088,-0.6480591386417512,1.3764759636798436,-0.3347533304768143,-0.4357419943110186,-0.03129710335553262,1.6430917004009142,-0.06262242910851495
2007-03-31,-0.0009946232450763857,1.1161861327029436,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,-0.21546813041419516,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.26952996765262727,0.5137482047530706,-1.0371986370599413,1.1150034086202048,0.6538834960966566,-1.2390235904143858,-0.9144389174129889,1.4402568708899224,-0.7822381256669155,-1.1958719982552537,-0.9271514680714625,-0.010883796495710935,0.053282529388947175,1.846706753575163,-1.5160386962281551,0.31853048503104725,-0.7323522185194633,-0.27834625420080333,-0.6688550429711876,-1.0371986370599413,-1.57735289795855,-0.9062794726186033,-1.1948192212056512,0.26952996765262727,-1.0371986370599413,1.1150034086202048,-0.9144389174129889,-0.9271514680714625,-0.7323522185194633,1.8508365949817929,-0.06262242910851495
2007-04-30,-0.008695858770917114,1.1809879982879576,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,2.6304899148314593,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.15119973795147382,0.6705057022700981,-0.6480591386417512,1.5507910003862695,0.8865369707328542,-1.2390235904143858,-0.7212103884342641,1.7794526012927008,-0.503178816621862,-0.9480630039591997,-0.7305876785672849,-0.010883796495710935,-0.25209793755666055,1.5827736757975603,-1.4612987940794375,1.1565963038177696,-0.23159856483094138,-0.27834625420080333,-0.6688550429711876,-0.6480591386417512,-1.57735289795855,-2.142005411315607,-1.1948192212056512,-0.15119973795147382,-0.6480591386417512,1.5507910003862695,-0.7212103884342641,-0.7305876785672849,-0.23159856483094138,1.4872830294652553,-0.06262242910851495
2007-05-31,-0.011324810984451147,1.1700709311224522,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,2.268277072709285,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,0.10123808541098682,0.40924320640838563,-0.12920647408416464,1.6379485187394824,1.3518439200052492,-0.7531567957050429,-0.7212103884342641,1.5856264696339704,-0.8380499874759262,-0.9480630039591997,-0.7305876785672849,-0.10375885992577759,-0.8628588714478759,1.7411335224641218,-1.5707785983768727,-0.3519221699983307,-0.7323522185194633,-0.5877093847741998,-0.6688550429711876,-0.12920647408416464,-1.57735289795855,-2.142005411315607,-1.1948192212056512,0.10123808541098682,-0.12920647408416464,1.6379485187394824,-0.7212103884342641,-0.7305876785672849,-0.7323522185194633,1.227601911239157,-0.06262242910851495
2007-06-30,-0.012715799602511449,1.2311141499506157,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,3.2514262156123297,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.06705379683065361,0.6705057022700981,-0.7777723047811479,1.6379485187394824,1.2355171826871505,-0.9556012935006024,0.05170372748063536,1.5856264696339704,-0.6148025402398835,-0.898501205099989,-1.12371525757564,0.9178668378049556,0.3586629963345549,1.5299870602420398,-1.5160386962281551,0.569950230667064,0.16900435811987613,-0.07210416715187236,-0.6688550429711876,-0.7777723047811479,-1.57735289795855,-0.8444931756837532,-1.1948192212056512,-0.06705379683065361,-0.7777723047811479,1.6379485187394824,0.05170372748063536,-1.12371525757564,0.16900435811987613,1.3314743585295963,-0.06262242910851495
2007-07-31,-0.011205064417096065,1.2552483238368264,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,2.6822346065631986,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.06705379683065361,0.6182532030977556,0.38964619047342197,1.2021609269734177,0.6538834960966566,-0.8746234943823786,-0.43136759496617677,1.5371699367192877,-0.9496737110939476,-0.9480630039591997,-0.7305876785672849,-0.10375885992577759,-1.270032827375353,1.7939201380196423,-1.2423391854845671,1.575629213211131,-0.03129710335553262,-0.17522521067633784,-0.6688550429711876,0.38964619047342197,-1.57735289795855,-1.153424660358004,-1.1948192212056512,-0.06705379683065361,0.38964619047342197,1.2021609269734177,-0.43136759496617677,-0.7305876785672849,-0.03129710335553262,1.3314743585295963,-0.06262242910851495
2007-08-31,-0.01630938997434398,1.1200306877004893,-1.3944078278269272,-1.5580855453550144,-1.1691424660713081,3.613639057734504,-1.3506559143871022,-1.57735289795855,-1.442817617377155,-1.4042148917087276,-1.2948983375961405,-0.6474864840186876,-0.06705379683065361,0.7227582014424406,-0.38863280636295794,1.2021609269734177,0.5375567587785579,-0.9960901930597144,-1.0110531819023514,1.101061140487144,-1.1729211583299903,-0.9480630039591997,0.2522312689536028,0.17486633036442237,-0.6592718934841375,1.3188405980199578,-1.5160386962281551,0.4861436487883917,0.3693058195952849,-0.5877093847741998,-0.6688550429711876,-0.38863280636295794,-1.57735289795855,-1.153424660358004,-1.1948192212056512,-0.06705379683065361,-0.38863280636295794,1.2021609269734177,-1.0110531819023514,0.2522312689536028,0.3693058195952849,1.7989003713365732,-0.06262242910851495
